"ITTER107","Territory","TIPO_DATO_AVQ","Data type","MISURA_AVQ","Measure","TIME","Select time","Value","Flag Codes","Flags"
"8","10,001 - 50,000 inhab.","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",77.1,,
"ITD3","Veneto","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",64.4,,
"ITD3","Veneto","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",64.6,,
"7","2,001 - 10,000 inhab.","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",597,,
"7","2,001 - 10,000 inhab.","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",599,,
"ITF3","Campania","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",300,,
"ITF3","Campania","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",310,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",9,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",8,,
"3","metropolitan area - suburbs","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",54,,
"3","metropolitan area - suburbs","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",54,,
"ITF2","Molise","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",53,,
"ITF2","Molise","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",52.7,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",6.4,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",7,,
"ITFG","Mezzogiorno","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",1308,,
"ITFG","Mezzogiorno","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",1354,,
"ITG1","Sicilia","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",26.9,,
"ITG1","Sicilia","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",25.5,,
"ITE3","Marche","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",58.1,,
"ITE3","Marche","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",58.5,,
"IT","Italy","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",2788,,
"IT","Italy","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",2850,,
"ITE4","Lazio","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",465,,
"ITE4","Lazio","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",503,,
"2","metropolitan area - centre","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",4.6,,
"2","metropolitan area - centre","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",4.4,,
"ITE2","Umbria","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",78,,
"ITE2","Umbria","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",78,,
"2","metropolitan area - centre","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",186,,
"2","metropolitan area - centre","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",184,,
"ITD5","Emilia-Romagna","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",444,,
"ITD5","Emilia-Romagna","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",436,,
"ITD2","Provincia Autonoma Trento","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",26,,
"ITD2","Provincia Autonoma Trento","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",28,,
"ITC","Nord-ovest","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",2201,,
"ITC","Nord-ovest","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",2221,,
"ITF4","Puglia","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",162,,
"ITF4","Puglia","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",171,,
"ITE1","Toscana","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",33.8,,
"ITE1","Toscana","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",34.9,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",29.4,,
"ITDA","Trentino Alto Adige / Südtirol","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",32.9,,
"ITG2","Sardegna","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",238,,
"ITG2","Sardegna","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",228,,
"3","metropolitan area - suburbs","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",5.9,,
"3","metropolitan area - suburbs","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",4.6,,
"ITE1","Toscana","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",55,,
"ITE1","Toscana","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",52.9,,
"ITF","Sud","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",838,,
"ITF","Sud","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",862,,
"ITD","Nord-est","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",5.2,,
"ITD","Nord-est","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",5.2,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",70.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",69.3,,
"ITC1","Piemonte","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",566,,
"ITC1","Piemonte","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",565,,
"6","until 2,000 inhab.","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",347,,
"6","until 2,000 inhab.","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",287,,
"ITC3","Liguria","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",56.7,,
"ITC3","Liguria","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",56,,
"ITG2","Sardegna","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.3,,
"ITG2","Sardegna","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.2,,
"ITG1","Sicilia","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",91,,
"ITG1","Sicilia","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",102,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",130,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",119,,
"ITD","Nord-est","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",1664,,
"ITD","Nord-est","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",1671,,
"ITD5","Emilia-Romagna","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",61.4,,
"ITD5","Emilia-Romagna","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",62.7,,
"ITC1","Piemonte","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.2,,
"ITC1","Piemonte","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.2,,
"ITC3","Liguria","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",40.2,,
"ITC3","Liguria","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",39.4,,
"ITE3","Marche","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",31,,
"ITE3","Marche","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",29.8,,
"ITCD","Nord","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",669,,
"ITCD","Nord","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",683,,
"ITG","Isole","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",338,,
"ITG","Isole","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",348,,
"2","metropolitan area - centre","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",37.3,,
"2","metropolitan area - centre","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",40.2,,
"ITD","Nord-est","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.3,,
"ITD","Nord-est","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",2,,
"ITG1","Sicilia","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",57,,
"ITG1","Sicilia","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",57.3,,
"ITC","Nord-ovest","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",403,,
"ITC","Nord-ovest","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",418,,
"ITF6","Calabria","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",28.8,,
"ITF6","Calabria","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",29.1,,
"ITD2","Provincia Autonoma Trento","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",54,,
"ITD2","Provincia Autonoma Trento","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",56,,
"9","50,001 inhab. and over","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",73.7,,
"9","50,001 inhab. and over","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",75.7,,
"9","50,001 inhab. and over","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",589,,
"9","50,001 inhab. and over","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",631,,
"3","metropolitan area - suburbs","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",698,,
"3","metropolitan area - suburbs","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",728,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",15.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",13.3,,
"ITG2","Sardegna","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",32,,
"ITG2","Sardegna","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",26,,
"ITC","Nord-ovest","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.2,,
"ITC","Nord-ovest","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.2,,
"ITC4","Lombardia","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",15.2,,
"ITC4","Lombardia","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",14.4,,
"ITD2","Provincia Autonoma Trento","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",6,,
"ITD2","Provincia Autonoma Trento","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",5,,
"ITF5","Basilicata","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",30.9,,
"ITF5","Basilicata","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",36.7,,
"9","50,001 inhab. and over","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",1532,,
"9","50,001 inhab. and over","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",1593,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",32,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",28,,
"ITD5","Emilia-Romagna","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",50.3,,
"ITD5","Emilia-Romagna","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",50,,
"9","50,001 inhab. and over","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",34.6,,
"9","50,001 inhab. and over","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",35.5,,
"ITG2","Sardegna","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",4.4,,
"ITG2","Sardegna","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",3.5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",49.1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",45.1,,
"ITF6","Calabria","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",54.6,,
"ITF6","Calabria","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",58.1,,
"ITC1","Piemonte","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",3.4,,
"ITC1","Piemonte","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",4.3,,
"ITC4","Lombardia","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",1499,,
"ITC4","Lombardia","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",1516,,
"ITD5","Emilia-Romagna","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",4,,
